lat,lon,timestamp,wind_speed_kmh,wind_direction_deg,gust_speed_kmh
13.6875,77.8125,2026-09-01T00:00:00Z,15.63,268.8,21.1
13.6875,77.9375,2026-09-01T00:00:00Z,16.6,270.7,22.41
13.6875,78.0625,2026-09-01T00:00:00Z,16.31,269.4,22.02
13.6875,78.1875,2026-09-01T00:00:00Z,15.3,265.8,20.66
13.6875,78.3125,2026-09-01T00:00:00Z,13.98,261.4,18.87
13.6875,78.4375,2026-09-01T00:00:00Z,16.2,268.6,21.88
13.6875,78.5625,2026-09-01T00:00:00Z,16.88,273.3,22.78
13.6875,78.6875,2026-09-01T00:00:00Z,16.21,275.7,21.88
13.6875,78.8125,2026-09-01T00:00:00Z,15.32,276.2,20.68
13.6875,78.9375,2026-09-01T00:00:00Z,13.11,288.2,17.7
13.6875,79.0625,2026-09-01T00:00:00Z,12.75,298.9,17.21
13.6875,79.1875,2026-09-01T00:00:00Z,12.5,301.8,16.87
13.6875,79.3125,2026-09-01T00:00:00Z,10.99,293.0,14.83
